D0000042509167||2021년 제1회 서대문구 보상협의회 개최 결과 보고  일시 : 2021. 4. 29.(목) ~ 5. 4.(화)  심의위원 : 서대문구 보상협의회 위원 12명  심의방법 : 서면심의  심의안건 1) 판결(부당이득금 소송)에 따른 도로사용료 납부 토지의 매입 결정 2) 도시계획시설사업 구간 외 잔여지 등의 확대보상 여부  심의결과 ❍ 심의안건 : 2건
47663_1||세계 새마을 지도자들이 한자리에…2015지구촌새마을지도자대회  -작년 30여 개국 에서 올해는 50여 개국 참석 - - 아시아, 아프리카 대륙을 넘어, 중남미, 오세아니아까지 확산 - - 참가자들의 스펙트럼도 다양화 - ○ 24일 오전 10시 대구 인터불고 호텔 컨벤션홀에서 열리는 개막식에는 50여 개국에서 활동하는 200여명의 새마을지도자를 비롯하여 17개 개도국의 장·차관급 인사, 지사·시장 등 18명의 지방 고위직 인사, 경제협력개발 기구(OECD)·유엔개발계획(UNDP)·미주개발은행(IDB) 등 국제기구 관계자, 새마을운동 및 국제개발협력분야 학계 전문가, 새마을운동 단체 관계자 등 총 550명이 참석할 예정이다. 작년과 비교하면, 참석자가 100여명(25%)정도 늘었을 뿐만 아니라, 장관급이 아프리카, 동남아시아 2개 권역 3명에서 중앙아시아, 중남미, 오세아니아 3권역이 추가된 총 5개 권역 9명이 참석할 예정으로, 최근 국제사회에서 새마을운동이 빠르게 확산되고 있음을 짐작케 한다. ○ 행정자치부장관의 개회사에 이어 대구시장의 환영사, 국무총리, 경북 지사, ** ***(**** ********) 캄보디아 지역개발부 장관의 축사 등 주요 인사들의 연설과 ‘지구촌 새마을운동과 떠나는 아름다운 약속’을 주제로 한 영상 상영 등으로 진행된다.
161974_0||조선 기자재 업체 위기극복을 위한 19년 추경 사업 조기시행 생산·매출 감소로 위기에 직면한 조선산업 부품 기자재 업체의 수요연계 사업화 기술개발 및 사업다각화 기술개발 지원 □ 조선산업이 밀집된 전북, 전남, 경남, 울산, 부산 등 5개 지역 조선분야 부품 기자재 업체를 지원 대상으로 하며, 과제당 최대 6억원이 지원될 예정이다. ㅇ 모집공고 및 온라인 서류접수는 8월 13일에서 9월 16일까지 약 한달 간 진행되며, 신청서식* 다운로드 및 온라인 서류접수**는 한국산업기술진흥원 홈페이지를 통해 가능하다. * 한국산업기술진흥원(www.kiat.or.kr) > 알림마당 > 사업공고 ** 한국산업기술진흥원 과제관리시스템 (k-pass.or.kr) > 과제신청 ㅇ 제출된 서류는 전담기관(한국산업기술진흥원)의 서류심사, 응모 기관의 사업계획 발표평가(외부전문가로 구성된 평가위원회* 평가)를 거쳐 최종 지원 여부 및 지원 금액이 결정된다. * 분과별 산․학․연 외부전문가 7명 내외로 구성·운영 □ 산업부 *** 조선해양플랜트과장은 “위기를 기회로 전환하기 위해서는 업체의 자구노력이 무엇보다 중요하다”고 강조하면서, ㅇ “금번 위기극복지원 사업을 통해 자구노력을 지속하고 있는 조선 부품 기자재 기업이 새로운 사업기회를 찾고 활력을 되찾을 수 있도록 적극 지원하겠다.”고 밝혔다.
1213239_13||사이버범죄․오염․질병․재난, 과학기술로 해결한다. - 정홍원 총리, “과학기술이 국민의 행복 증진에 기여해야” - 제2차 문화기술 R&D 기본계획 관련 □ ｢제2차 문화기술 R&D 기본계획｣ 주요 내용. ① 문화산업 경쟁력 제고 ㅇ 문화산업 각 장르별 육성정책과 연계된 핵심기술 및 스마트 환경에 부합하는 저작권 보호기술개발을 통해 콘텐츠글로벌 경쟁력 강화 - ▲ (영화) 시각적효과 극대화와 유통채널 다변화 ▲ (음악) 글로벌 서비스 기술로 한류확산, ▲ (애니ㆍ캐릭터) 창작 및 제작과정 효율화 ② R&D를 통한 국민행복 증진 ㅇ 문화복지 증진을 위한 서비스 R&D, 공공문화시설 활성화를 위한 R&D, 국민건강 증진을 위한 스포츠 R&D 추진 ③ 창조형 R&D 지원시스템 구축 ㅇ 산ㆍ학ㆍ연 간 공동협력 체계 구축 및 범부처 및 국제협력을 강화하여 R&D 거버넌스 선진화 ㅇ R&D 정책추진 체계 개선 및 성과중심의 평가ㆍ환류 체계 구축, 기술사업화 촉진을 통해 문화기술 R&D 투자효율성 제고 □ 정부는 이번 계획 추진이 차질 없이 추진 될 경우, 선진국 대비 기술 수준이  72.5%에서 85%로 기술역량이 향상되고, ㅇ 창의적인 문화기술로 문화여가행복지수가 2017년까지 올해보다 30%이상 높아지고, 기술사업화 실적이 개선될 것으로 기대하고 있다. * 1억원 당 기술사업화 건수 : 1.1건(2012년) → 1.3건(2017년)
28963_1||개인정보 이렇게 지켜나가요 - 2012년 대한민국 개인정보보호 컨퍼런스 개최, 우수사례 발표 - □ 컨퍼런스에는 개인정보 암호화, 유출 및 오남용 방지, CPO워크숍 등 3개 세션으로 나누어 관련기술과 정책에 대한 발표가 이루어졌다. ❍ CPO 워크숍에서는 정윤기 행정안전부 정보기반정책관이 기관의 개인정보보호 수준 향상과 침해 예방을 위해 ｢CPO가 수행할 역할과 자세｣에 대해 발표하고, 개인정보보호법 정착을 위한 노력과 협조를 당부했다. ❍ 이외에도 개인정보보호 솔루션 및 기술을 보유한 회사들이 참가한 제품전시회도 함께 진행되어 개인정보보호 담당자들에게 암호화, 노출탐지 등 기관별로 필요한 주요 제품에 대한 시연과 상담 기회를 제공했다
2109_48||기성시가지 정비사업의 종합적 관리방안 제 2장 기성시가지 정비제도 및 계획 현황 제1절 기성시가지 정비관련 정책 1. 관련 법규 4) 재래시장 및 상점가 육성을 위한 특별법  주요내용 ∘ 시장정비사업 활성화를 위한 건축 관련 특례 규정(법 제51조 내지 제52조) - 주거지역 및 공업지역 중 대통령령이 정하는 지역에 위치한 시장의 용적률은 주거지역은 500% 이하의 범위 안에서, 공업지역은 400%이하의 범위 안에서 대통령령으로 따로 정함 - 주거지역·상업지역 및 공업지역 중 대통령령이 정하는 지역에 위치한 시장의 건폐율은 주거지역 및 공업지역은 70%이하의 범위 안에서, 상업지역은 90% 이하의 범위 안에서 대통령령으로 따로 정함 - 시장정비사업 시행인가를 받아 주거지역 및 공업지역 중 대통령령이 정하는 지역 안에서 공동주택을 갖춘 복합형 상가건물을 건축하는 경우 건축물의 각 부분의 높이는 그 부분으로부터 채광을 위한 창문 등이 있는 벽면으로부터 직각방향으로 인접대지 경계선까지의 수평거리의 4배 이하의 높이의 범위 안에서 각각 대통령령으로 따로 정함
312812_0||삼계탕, 중국 수출길이 열린다 - 2006년 수입 허용 요청 이후 9년만에 검역 협상 타결 - 그간 삼계탕 수출 추진 주요 경과 ❍ ‘06.12. (한국) 중국 측에 한국산 삼계탕 수입 허용 요청 ❍ ‘07.06. (중국) 삼계탕 수입 허용 절차 및 수입 위험평가 설문서 송부 ❍ ‘08.12. (한국) 중국 측에 설문서 답변서 제출 ❍ ‘10.06. (한-중) 농식품부 장관-중국 질검총국장 면담, 절차 진행 촉구 ❍ ‘12.08. (한국) 농식품부 통상관 - 질검총국 부총국장 면담, 절차 진행 촉구 ❍ ‘12.09. (중국) 중국 위생부 공고(2012년 제17호, ‘12.9.4.)에 따라 5년 이하 인삼을 보건식품에서 신자원식품으로 분류(완화) ❍ ‘14.09. (한국) 중국 측에 절차 진행 상황 문의 및 진행 촉구 ❍ ‘14.10. (중국) 삼계탕 관련 추가 자료 요청 ❍ ‘15.01. (한국) 중국 측 요청자료에 대한 답변 자료 송부 ❍ ‘15.07., 10. (한-중) 국제회의 계기, 중국 측 절차 진행 촉구 ❍ ‘15.09월 (한-중) 한․중 식품안전협력위원회, 삼계탕 절차 진행 촉구 ❍ ‘15.09월 (한-중) 한·중 농업 장관 면담, 삼계탕 절차 진행 촉구
42416_2||우리나라 근대 은행사 기록, 국가지정기록물로 관리 -국가기록원, 대한천일은행 창립 및 회계 관련 기록물 신규 지정- □ 개성상인의 송도사개치부법(松都四介置簿法)과 동일한 방식으로 작성된 대한천일은행 회계장부는 전통 복식부기를 확인할 수 있고, 송도사개치부법에서 현대 회계방식으로 옮겨가는 과정을 잘 보여준다. ○ 주장부인 정일기(正日記)를 비롯하여 장책(帳冊), 회계책(會計冊) 등 보조장부가 함께 남아 있어 우리나라에 현존하는 송도사개부기문서 중 가장 완전한 체제를 갖추고 있다. □ 대한천일은행은 1899년 대한제국 황실의 자금 지원 아래 상인들 주도로 설립한 우리나라 초창기의 대표적 은행으로 창립 관련 문서는 근대 은행의 설립과정 뿐만 아니라 금융, 재정, 기업 경영 등을 비롯한 대한제국 경제정책과 운용을 엿볼 수 있다. ○ 그 중,「대한천일은행 창립청원서 및 인가서」는 광무3년(1899년) 이근호 등 6명이 연서(連書)하여 탁지부(국가 재무를 총괄한 행정부서) 대신에게 제출한 창립청원서에 탁지부대신의 인장을 날인한 인가서로 근대 은행의 창립과정과 인허가 내용을 알려주는 기록물이다.
1319312_0||2016 대한민국 창조경제 대상(공헌부문) 시상식 개최 – 현대카드 Space마케팅팀 등 11개 단체·개인 수상자로 선정 - □ 국무총리상은 연세대학교 창업지원단(단체)과 한국성장금융투자운용(주)의 서종군 본부장(개인)이 수상하였다. o 연세대학교 창업지원단은 오랜 창업지원 경력을 바탕으로 체계적인 창업 교육, 보육, 투자 등 전방위적 지원 프로그램을 운영하여 우수한 스타트업을 다수 배출하였으며, 서울창업카페(신촌점)운영·‘스타트업 캠퍼스 리크루팅’ 개최 등 국내 창업 생태계 조성에 기여한 점이 우수한 평가를 받았다. o 한국성장금융투자운용(주) 서종군 본부장은 성장사다리펀드를 기획하고 55개 투자펀드를 조성하여 창업-성장-회수-재도전 단계별 맞춤형 자금지원 체계를 구축하였으며, 창업기업이 투자, 크라우드펀딩 등 금융 지원체계에 쉽게 접근할 수 있도록 유관기관과 활발한 네트워킹 행사를 추진하는 등 벤처투자 선순환 생태계 구축에 기여하였다.
15044_0||특허청, 온라인‘지식재산학’ 학점은행제2학기수강생모집 - 7월 27일부터 학점은행제 홈페이지에서 수강신청 시작 - 이 과정은 고등학교 졸업자나 동등 이상의 학력을 가진 사람이라면 누구나 7월 27일(월)부터 8월 25일(화)까지 국제지식재산연수원 학점 은행제 홈페이지(http://cb.ipacademy.net)를 통해 수강 신청할 수 있다.  9월 1일에 개강하는 ‘지식재산개론’은 가장 먼저 개설된 지식재산학사 전공 필수 교과목으로, 지식재산권 기본 개념부터 지식재산권의 보호까지 지식재산권 전반의 기초를 다뤄 타 전공과정 수강생들도 부담 없이 듣고 지식재산 소양을 기를 수 있다. *** 국제지식재산연수원장은 “’15년 1학기 ‘지식재산학’ 학점은행제를 통해 150여명의 수강생이 학점을 취득하는 등 많은 국민이 지식재산에 대한 관심을 갖는 계기가 되었다”며, “앞으로도 지속적으로 대학 수준의 질 높은 강의를 국민에게 제공할 예정”이라고 밝혔다. 2015년도 ‘지식재산학’ 학점은행제 2학기 과정은 9월 1일부터 12월 14일까지 15주간 국제지식재산연수원 학점은행제 홈페이지를 통해 온라인으로 진행될 예정이며, 2016년 1학기부터는 ‘상표법, ‘연구 개발과 지식재산’, ‘지식재산권 관리론’, ‘인터넷과 지식재산권법’ 등 4개 과목이 추가로 운영될 계획이다.
42471_11||환경문제 해결을 위한 시민과학의 의미와 가능성 제3장 국내 시민과학 유형 및 특성 제1절 국내 시민과학 관련 정책 동향 1. 중앙정부 2) 자연환경 분야 국제 생물다양성관측네트워크(GEO-BON) 산하 아시아․태평양 생물다양성 관측네트워크(AP-BON)의 일원으로 우리나라는 한국생물다양성관측네트워크(K-BON)를 만들어 준전문가와 비전문가가 참여하는 생물다양성 관측 활동을 수행하고 있으며, 『제3차 자연환경보전기본계획(2016-2025)』에 시민참여 자연환경 모니터링을 제시하는 등 국내 시민과학 도입을 위한 기반이 마련되고 있다. 하지만 우리나라는 일본, 영국, 미국 등 다른 나라에 비해 시민참여 조사 자료 축적이 미흡하고 자료의 일관성과 신뢰성이 부족한 실정이다(*** 외, 2016).
145221_3||환경부, 1만㎡ 미만 공장에 대한 맞춤형 협의기준 마련 추진 「관리지역 내 1만㎡ 미만 공장설립 협의방안」용역결과 Ⅰ. 연구용역 개요 ○ 목적 - ‘05.9.18 중소기업 경쟁력 확보 및 투자애로 해소를 위해 사전환경성 검토를 전제로 관리지역 내에서 부지면적에 제한없는 공장 신․증설을 허용 * 기반시설이 부족한 관리지역 내 소규모 나홀로 공장으로 인한 국토 난개발을 방지하기 위해 ‘03년부터 1만㎡ 이상으로만 신증설을 허용하여 왔음 - 규제완화의 취지는 살리면서 국토난개발을 방지하고 환경친화적 토지이용을 유도하기 위해 1만㎡ 미만 공장에 대한 맞춤형 협의기준 마련 ○ 용역기관 : KEI ○ 계약기간 : 2005.11 ～ 2006.2(3개월) ○ 사업비 : 19,000,000원
348968_0||보건복지부, 보호대상아동 자립지원 현장전문가와 직접 소통! □ 보건복지부(장관 ***)는 4월 8일(월)부터 4월 9일(화)까지 경주 코모도호텔에서 아동복지시설 자립지원전담요원 등을 대상으로 ‘2019 자립지원전담요원 역량강화교육’을 실시한다고 밝혔다. ○ 자립지원전담요원*은 보호아동에 대한 체계적인 자립준비와 보호종료아동의 안정적인 사회 정착을 위한 사례관리를 수행하는 역할을 담당한다. 2018년 기준 264명의 자립지원전담요원이 배치되어 아동의 연령별·수준별 자립지원프로그램 진행, 자립계획 수립, 보호종료아동 사후관리 실시 ○ 올해 자립수당, 주거지원 통합서비스 등 새로운 신규 사업이  다양하게 추진되면서 역대 최다인 215명이 교육에 참석하였다. 2017년 5월 이후 보호종료된 아동에게 매월 30만 원의 자립수당 지급 (4월~) 주거(보증금·임대료 무료, 관리비만 부담)와 맞춤형 사례관리서비스를 제공 (6월~) □ 보건복지부(주최)와 한국보건복지인력개발원 아동자립지원단(주관)은 2012년부터 매해 ‘자립지원전담요원 교육’을 진행하고 있다. ○ 이번 교육은 보건복지부 아동 자립정책 방향과 신규 사업 관련 지침 교육, 자립 관련 토의·사례 발표, 업무소진 예방을 위한 치유(힐링) 프로그램 등으로 구성된다.
